Var2	value	sum	genome
933	6X230285	outsider	4	6
934	6X230288	outsider	5	6
935	6X230321	outsider	10	6
936	6X230859	outsider	12	6
937	6X230936	outsider	6	6
938	6X230940	outsider	9	6
939	6X231607	outsider	13	6
940	6X233224	outsider	3	6
941	6X234986	outsider	12	6
942	6X235196	outsider	7	6
943	6X235681	outsider	5	6
944	6X235712	outsider	5	6
945	6X237337	outsider	5	6
946	6X238632	outsider	4	6
947	6X238812	outsider	13	6
948	6X239743	outsider	3	6
949	6X239793	outsider	6	6
950	6X240888	outsider	8	6
951	6X241750	outsider	6	6
952	6X242539	outsider	4	6
953	6X243619	outsider	7	6
954	6X243682	outsider	3	6
955	6X244189	outsider	5	6
956	6X244730	outsider	4	6
957	6X245742	outsider	3	6
958	6X245905	outsider	7	6
959	6X246478	outsider	8	6
960	6X246480	outsider	4	6
961	6X246593	outsider	6	6
962	6X246771	outsider	3	6
963	6X246963	outsider	9	6
964	6X247161	outsider	5	6
965	7X248577	outsider	9	7
966	7X250054	outsider	4	7
967	7X250776	outsider	5	7
968	7X253662	outsider	7	7
969	7X255923	outsider	6	7
970	7X256374	outsider	6	7
971	7X257108	outsider	17	7
972	7X261089	outsider	5	7
973	7X265144	outsider	7	7
974	7X265412	outsider	7	7
975	7X265416	outsider	10	7
976	7X265595	outsider	5	7
977	7X266043	outsider	7	7
978	7X273082	outsider	6	7
979	7X273586	outsider	13	7
980	7X275641	outsider	9	7
981	7X275642	outsider	14	7
982	7X275655	outsider	5	7
983	7X276558	outsider	6	7
984	7X280039	outsider	4	7
985	7X280392	outsider	8	7
986	7X283016	outsider	7	7
987	7X283740	outsider	3	7
988	7X287435	outsider	6	7
989	7X287572	outsider	4	7
990	7X287983	outsider	5	7
991	7X288025	outsider	5	7
992	7X294470	outsider	6	7
993	7X294677	outsider	3	7
994	7X295496	outsider	8	7
995	7X295519	outsider	9	7
996	7X296585	outsider	16	7
997	7X296603	outsider	17	7
998	7X296912	outsider	5	7
999	7X297152	outsider	4	7
1000	7X299528	outsider	4	7
1001	7X300536	outsider	4	7
1002	7X301645	outsider	6	7
1003	7X302440	outsider	4	7
1004	7X307183	outsider	3	7
1005	7X311242	outsider	9	7
1006	7X314542	outsider	11	7
1007	7X316569	outsider	15	7
1008	7X316918	outsider	4	7
1009	7X316945	outsider	5	7
1010	7X319727	outsider	3	7
1011	7X320951	outsider	10	7
1012	7X322324	outsider	6	7
1013	7X322353	outsider	13	7
1014	7X323480	outsider	6	7
1015	7X325331	outsider	4	7
1016	7X325353	outsider	7	7
1017	7X325566	outsider	5	7
1018	7X328232	outsider	11	7
1019	7X329714	outsider	5	7
1020	7X329946	outsider	11	7
1021	7X329949	outsider	11	7
1022	7X334727	outsider	7	7
1023	7X334744	outsider	5	7
1024	7X335316	outsider	6	7
1025	7X336173	outsider	3	7
1026	7X337649	outsider	5	7
1027	7X337907	outsider	7	7
1028	7X338738	outsider	3	7
1029	7X338847	outsider	5	7
1030	7X339084	outsider	11	7
1031	7X341846	outsider	17	7
1032	7X345621	outsider	3	7
1033	7X353330	outsider	3	7
1034	7X358464	outsider	3	7
1035	7X358777	outsider	4	7
1036	7X359033	outsider	3	7
1037	7X361053	outsider	11	7
1038	7X362095	outsider	4	7
1039	7X362979	outsider	3	7
1040	7X362983	outsider	10	7
1041	7X362989	outsider	8	7
1042	7X366615	outsider	15	7
1043	7X366616	outsider	13	7
1044	7X369366	outsider	5	7
1045	7X369370	outsider	4	7
1046	7X369384	outsider	7	7
1047	7X369740	outsider	7	7
1048	7X372246	outsider	3	7
1049	7X372361	outsider	13	7
1050	7X374588	outsider	7	7
1051	7X376232	outsider	6	7
1052	7X378527	outsider	4	7
1053	7X379833	outsider	7	7
1054	7X380137	outsider	4	7
1055	7X380141	outsider	4	7
1056	7X380296	outsider	8	7
1057	7X382544	outsider	9	7
1058	7X384073	outsider	17	7
1059	7X384143	outsider	12	7
1060	7X384285	outsider	9	7
1061	7X385883	outsider	20	7
1062	7X385884	outsider	19	7
1063	7X387609	outsider	11	7
1064	7X389462	outsider	8	7
1065	7X392868	outsider	17	7
1066	7X392969	outsider	4	7
1067	7X394345	outsider	7	7
1068	7X394800	outsider	11	7
1069	7X395428	outsider	5	7
1070	7X396239	outsider	15	7
1071	7X397627	outsider	5	7
1072	7X398465	outsider	19	7
1073	7X398763	outsider	9	7
1074	7X398764	outsider	11	7
1075	7X398885	outsider	17	7
1076	7X399832	outsider	7	7
1077	7X401350	outsider	8	7
1078	7X402931	outsider	7	7
1079	7X405526	outsider	10	7
1080	7X405670	outsider	10	7
1081	7X406873	outsider	5	7
1082	7X407767	outsider	8	7
1083	7X410095	outsider	3	7
1084	7X410124	outsider	9	7
1085	7X411316	outsider	8	7
1086	7X413002	outsider	3	7
1087	7X418067	outsider	5	7
1088	7X419567	outsider	7	7
1089	7X419702	outsider	9	7
1090	7X420204	outsider	6	7
1091	7X422491	outsider	3	7
1092	7X425268	outsider	13	7
1093	7X437291	outsider	11	7
1094	7X439401	outsider	4	7
1095	7X443502	outsider	11	7
1096	7X446437	outsider	15	7
1097	7X446842	outsider	6	7
1098	7X446843	outsider	6	7
1099	7X446844	outsider	6	7
1100	7X447381	outsider	11	7
1101	7X447392	outsider	9	7
1102	7X449950	outsider	3	7
1103	7X450140	outsider	14	7
1104	7X451643	outsider	5	7
1105	7X452046	outsider	7	7
1106	7X453061	outsider	3	7
1107	7X453062	outsider	7	7
1108	7X453831	outsider	8	7
1109	7X453852	outsider	3	7
1110	7X453939	outsider	3	7
1111	7X454757	outsider	5	7
1112	7X456736	outsider	5	7
1113	7X458003	outsider	12	7
1114	7X459234	outsider	11	7
1115	7X462526	outsider	5	7
1116	7X463834	outsider	3	7
1117	7X467692	outsider	8	7
1118	7X470284	outsider	4	7
1119	7X471182	outsider	4	7
1120	7X481324	outsider	6	7
1121	7X483357	outsider	6	7
1122	7X483358	outsider	5	7
1123	7X483359	outsider	8	7
1124	7X484003	outsider	7	7
1125	7X485473	outsider	8	7
1126	7X488121	outsider	4	7
1127	7X488481	outsider	5	7
1128	7X490385	outsider	3	7
1129	7X491006	outsider	7	7
1130	7X493243	outsider	5	7
1131	7X493460	outsider	9	7
1132	7X495650	outsider	9	7
1133	7X496304	outsider	4	7
1134	7X497426	outsider	5	7
1135	7X497744	outsider	6	7
1136	7X498215	outsider	6	7
1137	7X498216	outsider	10	7
1138	7X498236	outsider	9	7
1139	7X499885	outsider	9	7
1140	7X502177	outsider	8	7
1141	7X503393	outsider	7	7
1142	7X503396	outsider	21	7
1143	7X503399	outsider	3	7
1144	7X504516	outsider	4	7
1145	7X509017	outsider	9	7
1146	7X509184	outsider	6	7
1147	7X511864	outsider	5	7
1148	7X512167	outsider	8	7
1149	7X512443	outsider	9	7
1150	7X517411	outsider	6	7
1151	7X517412	outsider	4	7
1152	7X517744	outsider	5	7
1153	7X518718	outsider	4	7
1154	7X519513	outsider	4	7
1155	7X520611	outsider	5	7
1156	7X522412	outsider	10	7
1157	7X523891	outsider	4	7
1158	7X524100	outsider	8	7
1159	7X524237	outsider	6	7
1160	7X524920	outsider	3	7
1161	7X526276	outsider	6	7
1162	7X526295	outsider	12	7
1163	7X526298	outsider	15	7
1164	7X527172	outsider	7	7
1165	7X527422	outsider	6	7
1166	7X527493	outsider	11	7
1167	7X529632	outsider	3	7
1168	7X531242	outsider	5	7
1169	7X532612	outsider	9	7
1170	7X533653	outsider	6	7
1171	7X535063	outsider	4	7
1172	7X536294	outsider	6	7
1173	7X537410	outsider	20	7
1174	7X539057	outsider	6	7
1175	7X539889	outsider	8	7
1176	7X539896	outsider	8	7
1177	7X540286	outsider	14	7
1178	7X542497	outsider	6	7
1179	7X542498	outsider	6	7
1180	7X542499	outsider	5	7
1181	7X543345	outsider	6	7
1182	7X543492	outsider	11	7
1183	7X543565	outsider	8	7
1184	7X543567	outsider	10	7
1185	7X546177	outsider	3	7
1186	7X548179	outsider	17	7
1187	7X548571	outsider	6	7
1188	7X549571	outsider	4	7
1189	7X550562	outsider	4	7
1190	7X562233	outsider	3	7
1191	7X563760	outsider	3	7
1192	7X564428	outsider	10	7
1193	7X567527	outsider	4	7
1194	7X567551	outsider	3	7
1195	7X569729	outsider	14	7
1196	7X572156	outsider	8	7
1197	7X572981	outsider	6	7
1198	7X573506	outsider	3	7
1199	7X575471	outsider	9	7
1200	7X575473	outsider	17	7
1201	7X575527	outsider	8	7
1202	7X575598	outsider	4	7
1203	7X575631	outsider	6	7
1204	7X581210	outsider	4	7
1205	7X584217	outsider	3	7
1206	7X584411	outsider	13	7
1207	7X584412	outsider	6	7
1208	7X585207	outsider	4	7
1209	7X586308	outsider	4	7
1210	7X587132	outsider	9	7
1211	7X587856	outsider	7	7
1212	7X588036	outsider	5	7
1213	7X589156	outsider	9	7
1214	7X589170	outsider	8	7
1215	7X589784	outsider	6	7
1216	7X589858	outsider	7	7
1217	7X590997	outsider	4	7
1218	7X591098	outsider	10	7
1219	7X592431	outsider	3	7
1220	7X594974	outsider	10	7
1221	7X596121	outsider	11	7
1222	7X597425	outsider	6	7
1223	7X598301	outsider	9	7
1224	7X598399	outsider	7	7
1225	7X599331	outsider	3	7
1226	7X600027	outsider	23	7
1227	7X601237	outsider	10	7
1228	7X601959	outsider	10	7
1229	7X602639	outsider	5	7
1230	7X605179	outsider	7	7
1231	7X606018	outsider	3	7
1232	7X606109	outsider	10	7
1233	7X607070	outsider	3	7
1234	7X609729	outsider	8	7
1235	7X611191	outsider	4	7
1236	7X612181	outsider	5	7
1237	7X612655	outsider	3	7
1238	7X613568	outsider	7	7
1239	7X613892	outsider	12	7
1240	7X615292	outsider	6	7
1241	7X615422	outsider	8	7
1242	7X615772	outsider	8	7
1243	7X617514	outsider	4	7
1244	7X620382	outsider	5	7
1245	7X621763	outsider	3	7
1246	7X624346	outsider	8	7
1247	7X624528	outsider	4	7
1248	7X627580	outsider	4	7
1249	7X629292	outsider	9	7
1250	7X629294	outsider	6	7
1251	7X630603	outsider	8	7
1252	7X630604	outsider	8	7
1253	7X630628	outsider	11	7
1254	7X630630	outsider	10	7
1255	7X630631	outsider	7	7
1256	7X632651	outsider	3	7
1257	7X633966	outsider	14	7
1258	7X634977	outsider	9	7
1259	7X634978	outsider	8	7
1260	7X634980	outsider	5	7
1261	7X635076	outsider	7	7
1262	7X635077	outsider	6	7
1263	7X635094	outsider	7	7
1264	7X635096	outsider	7	7
1265	7X635406	outsider	7	7
1266	7X636250	outsider	10	7
1267	7X636592	outsider	4	7
1268	7X637220	outsider	3	7
1269	7X638162	outsider	19	7
1270	7X649620	outsider	6	7
1271	7X651405	outsider	5	7
1272	7X655415	outsider	6	7
1273	7X655788	outsider	6	7
1274	7X656708	outsider	7	7
1275	7X656791	outsider	5	7
1276	7X658476	outsider	9	7
1277	7X660625	outsider	7	7
1278	7X660749	outsider	5	7
1279	7X662193	outsider	7	7
1280	7X662737	outsider	4	7
1281	7X665089	outsider	15	7
1282	7X665517	outsider	15	7
1283	7X667078	outsider	17	7
1284	7X667320	outsider	10	7
1285	7X667321	outsider	3	7
1286	7X669768	outsider	8	7
1287	7X671319	outsider	7	7
1288	7X672205	outsider	3	7
1289	7X673137	outsider	7	7
1290	7X677901	outsider	3	7
1291	7X678649	outsider	7	7
1292	7X680285	outsider	7	7
1293	7X680526	outsider	5	7
1294	7X686052	outsider	3	7
1295	7X686437	outsider	7	7
1296	7X689507	outsider	3	7
1297	7X689890	outsider	15	7
1298	7X693034	outsider	6	7
1299	7X693038	outsider	6	7
1300	7X693108	outsider	8	7
1301	7X695286	outsider	5	7
1302	7X696434	outsider	8	7
1303	7X697619	outsider	4	7
1304	7X697895	outsider	9	7
1305	7X698232	outsider	4	7
1306	7X700758	outsider	6	7
1307	7X700776	outsider	4	7
1308	7X701148	outsider	3	7
1309	7X702004	outsider	4	7
1310	7X702147	outsider	5	7
1311	7X702151	outsider	9	7
1312	7X703472	outsider	14	7
1313	7X704028	outsider	10	7
1314	7X707274	outsider	4	7
1315	7X710854	outsider	6	7
1316	7X713170	outsider	6	7
1317	7X713175	outsider	3	7
1318	7X715116	outsider	3	7
1319	7X715592	outsider	7	7
1320	7X715637	outsider	3	7
1321	7X717554	outsider	7	7
1322	7X718789	outsider	7	7
1323	7X718875	outsider	7	7
1324	7X718962	outsider	7	7
1325	7X720096	outsider	8	7
1326	7X721148	outsider	3	7
1327	7X721643	outsider	6	7
1328	7X721999	outsider	3	7
1329	7X723286	outsider	9	7
1330	7X724805	outsider	8	7
1331	7X725826	outsider	13	7
1332	7X728832	outsider	8	7
1333	7X730039	outsider	4	7
1334	7X736090	outsider	11	7
1335	7X736731	outsider	23	7
1336	7X738810	outsider	11	7
1337	7X744707	outsider	6	7
1338	7X744723	outsider	6	7
1339	7X745703	outsider	8	7
1340	7X746935	outsider	5	7
1341	7X748244	outsider	8	7
1342	7X753191	outsider	7	7
1343	7X753193	outsider	6	7
1344	7X753419	outsider	8	7
1345	7X753807	outsider	16	7
1346	7X754902	outsider	3	7
1347	7X756200	outsider	15	7
1348	7X757115	outsider	4	7
1349	7X757217	outsider	4	7
1350	7X757727	outsider	8	7
1351	7X757729	outsider	4	7
1352	7X761439	outsider	4	7
1353	7X762162	outsider	22	7
1354	7X763072	outsider	5	7
1355	7X764152	outsider	9	7
1356	7X764759	outsider	5	7
1357	7X764802	outsider	6	7
1358	7X766667	outsider	8	7
1359	7X769664	outsider	12	7
1360	7X771323	outsider	3	7
1361	7X779029	outsider	10	7
1362	7X782199	outsider	11	7
1363	7X783956	outsider	14	7
1364	7X784509	outsider	8	7
1365	7X784516	outsider	9	7
1366	7X786896	outsider	8	7
1367	7X787528	outsider	4	7
1368	7X789831	outsider	4	7
1369	7X792067	outsider	13	7
1370	7X792072	outsider	11	7
1371	7X792700	outsider	8	7
1372	7X792701	outsider	4	7
1373	7X793270	outsider	3	7
1374	7X794930	outsider	4	7
1375	7X796091	outsider	6	7
1376	7X796817	outsider	6	7
1377	7X797576	outsider	6	7
1378	7X798563	outsider	3	7
1379	7X798824	outsider	9	7
1380	7X801823	outsider	13	7
1381	7X802118	outsider	6	7
1382	7X803412	outsider	5	7
1383	7X803463	outsider	8	7
1384	7X803472	outsider	5	7
1385	7X803815	outsider	6	7
1386	7X803816	outsider	6	7
1387	7X804041	outsider	5	7
1388	7X804488	outsider	9	7
1389	7X806241	outsider	3	7
1390	7X806796	outsider	3	7
1391	7X806871	outsider	5	7
1392	7X807205	outsider	5	7
1393	7X807806	outsider	3	7
1394	7X807814	outsider	8	7
1395	7X808143	outsider	3	7
1396	7X808928	outsider	3	7
1397	7X809438	outsider	14	7
1398	7X813441	outsider	3	7
1399	7X814678	outsider	8	7
1400	7X814938	outsider	4	7
1401	7X816322	outsider	5	7
1402	7X816595	outsider	8	7
1403	7X817372	outsider	12	7
1404	7X817950	outsider	5	7
1405	7X817959	outsider	8	7
1406	7X821501	outsider	10	7
1407	7X822553	outsider	5	7
1408	7X822555	outsider	5	7
1409	7X822573	outsider	6	7
1410	7X822895	outsider	12	7
1411	7X824631	outsider	4	7
1412	7X824762	outsider	14	7
1413	7X825645	outsider	4	7
1414	7X827940	outsider	14	7
1415	7X828218	outsider	7	7
1416	7X830204	outsider	6	7
1417	7X830211	outsider	7	7
1418	7X830435	outsider	3	7
1419	7X831467	outsider	8	7
1420	7X832404	outsider	11	7
1421	7X832911	outsider	5	7
1422	7X835193	outsider	5	7
1423	7X836201	outsider	7	7
1424	7X836202	outsider	6	7
1425	7X837338	outsider	8	7
1426	7X837353	outsider	7	7
1427	7X837355	outsider	14	7
1428	7X837356	outsider	8	7
1429	7X837446	outsider	8	7
1430	7X840368	outsider	14	7
1431	7X840613	outsider	10	7
1432	7X841094	outsider	6	7
1433	7X842741	outsider	10	7
1434	7X843683	outsider	6	7
1435	7X843897	outsider	5	7
1436	7X844361	outsider	3	7
1437	7X846257	outsider	7	7
1438	7X847158	outsider	5	7
1439	7X847306	outsider	3	7
1440	7X848150	outsider	8	7
1441	7X848183	outsider	3	7
1442	7X850188	outsider	4	7
1443	7X851955	outsider	22	7
1444	7X852329	outsider	6	7
1445	7X855864	outsider	9	7
1446	7X855865	outsider	11	7
1447	7X855897	outsider	3	7
1448	7X867011	outsider	4	7
1449	7X867073	outsider	3	7
1450	7X867082	outsider	15	7
1451	7X873248	outsider	5	7
1452	7X874270	outsider	3	7
1453	7X874992	outsider	8	7
1454	7X875348	outsider	3	7
1455	7X875842	outsider	11	7
1456	7X876158	outsider	7	7
1457	7X876406	outsider	4	7
1458	7X876658	outsider	16	7
1459	7X878521	outsider	9	7
1460	7X878902	outsider	12	7
1461	7X878917	outsider	20	7
1462	7X879773	outsider	11	7
1463	7X879953	outsider	7	7
1464	7X880312	outsider	9	7
1465	7X880864	outsider	3	7
1466	7X881913	outsider	5	7
1467	7X882319	outsider	7	7
1468	7X885423	outsider	4	7
1469	7X885666	outsider	4	7
1470	7X885786	outsider	3	7
1471	7X886771	outsider	8	7
1472	7X887035	outsider	11	7
1473	7X888755	outsider	15	7
1474	7X891058	outsider	3	7
1475	7X891561	outsider	11	7
1476	7X892713	outsider	10	7
1477	7X892765	outsider	3	7
1478	7X892766	outsider	14	7
1479	7X894501	outsider	4	7
1480	7X896231	outsider	4	7
1481	7X897487	outsider	6	7
1482	7X897492	outsider	10	7
1483	7X899232	outsider	7	7
1484	7X901108	outsider	6	7
1485	7X901209	outsider	5	7
1486	7X902050	outsider	5	7
1487	7X902658	outsider	4	7
1488	7X903093	outsider	7	7
1489	7X903788	outsider	7	7
1490	7X906682	outsider	6	7
1491	7X907588	outsider	6	7
1492	7X908394	outsider	6	7
1493	7X923609	outsider	3	7
1494	7X926421	outsider	10	7
1495	7X927447	outsider	6	7
1496	7X928100	outsider	5	7
1497	7X928353	outsider	6	7
1498	7X929513	outsider	4	7
1499	7X929951	outsider	8	7
1500	7X934716	outsider	8	7
1501	7X936355	outsider	5	7
1502	7X937265	outsider	13	7
1503	7X938290	outsider	3	7
1504	7X939289	outsider	13	7
1505	7X940981	outsider	6	7
1506	7X941013	outsider	5	7
1507	7X941609	outsider	5	7
1508	7X941700	outsider	6	7
1509	7X941777	outsider	5	7
1510	7X941892	outsider	6	7
1511	7X941914	outsider	13	7
1512	7X942106	outsider	4	7
1513	7X942910	outsider	6	7
1514	7X943117	outsider	9	7
1515	7X943377	outsider	14	7
1516	7X943729	outsider	10	7
1517	7X943730	outsider	10	7
1518	7X943734	outsider	4	7
1519	7X943759	outsider	10	7
1520	7X944846	outsider	5	7
1521	7X945768	outsider	3	7
1522	7X948296	outsider	3	7
1523	7X950211	outsider	4	7
1524	7X950219	outsider	6	7
1525	7X951339	outsider	14	7
1526	7X951349	outsider	8	7
1527	7X951469	outsider	4	7
1528	7X951471	outsider	3	7
1529	7X951473	outsider	6	7
1530	7X951710	outsider	6	7
1531	8X993517	outsider	4	8
1532	8X1061818	outsider	3	8
1533	9X1097898	outsider	9	9
1534	9X1120111	outsider	4	9
1535	9X1125238	outsider	7	9
1536	9X1125240	outsider	10	9
1537	9X1125241	outsider	7	9
1538	9X1125243	outsider	9	9
1539	9X1129575	outsider	3	9
1540	9X1137402	outsider	5	9
1541	9X1153515	outsider	5	9
1542	9X1154167	outsider	5	9
1543	9X1154171	outsider	10	9
1544	9X1154172	outsider	3	9
1545	9X1154198	outsider	3	9
1546	9X1158187	outsider	6	9
1547	9X1162694	outsider	7	9
1548	9X1169235	outsider	4	9
1549	9X1170423	outsider	8	9
1550	9X1180350	outsider	3	9
1551	9X1183972	outsider	5	9
1552	9X1186287	outsider	5	9
1553	9X1188916	outsider	3	9
1554	9X1195983	outsider	4	9
1555	9X1200858	outsider	4	9
1556	9X1200860	outsider	3	9
1557	9X1202690	outsider	3	9
1558	9X1205218	outsider	9	9
1559	9X1220196	outsider	4	9
1560	9X1224987	outsider	3	9
1561	9X1252325	outsider	3	9
1562	9X1253493	outsider	5	9
1563	9X1284075	outsider	7	9
1564	9X1286159	outsider	3	9
1565	9X1294575	outsider	5	9
1566	9X1294577	outsider	7	9
1567	9X1294579	outsider	8	9
1568	9X1294773	outsider	4	9
1569	9X1297539	outsider	8	9
1570	9X1299539	outsider	5	9
1571	9X1301957	outsider	3	9
1572	9X1347325	outsider	8	9
1573	9X1348969	outsider	8	9
1574	9X1360359	outsider	10	9
1575	9X1361111	outsider	5	9
1576	9X1362427	outsider	6	9
1577	9X1377423	outsider	3	9
1578	9X1384450	outsider	3	9
1579	9X1386120	outsider	3	9
1580	9X1395836	outsider	3	9
1581	9X1397664	outsider	7	9
1582	9X1404780	outsider	6	9
1583	9X1412610	outsider	4	9
1584	9X1412612	outsider	8	9
1585	9X1416083	outsider	4	9
1586	9X1422096	outsider	8	9
1587	9X1425396	outsider	4	9
1588	9X1426461	outsider	4	9
1589	9X1441875	outsider	3	9
1590	9X1441876	outsider	5	9
1591	9X1443030	outsider	7	9
1592	9X1443051	outsider	3	9
1593	9X1443054	outsider	4	9
1594	9X1466001	outsider	3	9
1595	9X1469109	outsider	5	9
1596	9X1474921	outsider	3	9
1597	9X1495299	outsider	10	9
1598	9X1504908	outsider	5	9
1599	9X1537436	outsider	5	9
1600	9X1541365	outsider	4	9
1601	9X1547606	outsider	4	9
1602	9X1553235	outsider	3	9
1603	9X1553243	outsider	5	9
1604	9X1557659	outsider	7	9
1605	9X1559341	outsider	4	9
1606	9X1561446	outsider	6	9
1607	9X1561449	outsider	3	9
1608	9X1563883	outsider	5	9
1609	9X1572910	outsider	8	9
1610	9X1572917	outsider	4	9
1611	9X1576841	outsider	3	9
1612	9X1577118	outsider	6	9
1613	9X1587090	outsider	8	9
1614	9X1596749	outsider	3	9
1615	9X1601290	outsider	4	9
1616	9X1608152	outsider	5	9
1617	9X1614685	outsider	4	9
1618	9X1642092	outsider	5	9
1619	9X1657424	outsider	4	9
1620	9X1671844	outsider	7	9
1621	9X1671846	outsider	3	9
1622	9X1671850	outsider	4	9
1623	9X1671853	outsider	3	9
1624	9X1683244	outsider	5	9
1625	9X1693224	outsider	7	9
1626	9X1694505	outsider	3	9
1627	9X1703861	outsider	8	9
1628	9X1704709	outsider	3	9
1629	9X1712432	outsider	3	9
1630	9X1717343	outsider	6	9
1631	9X1717492	outsider	3	9
1632	9X1736066	outsider	3	9
1633	9X1737844	outsider	6	9
1634	9X1745191	outsider	6	9
1635	9X1763795	outsider	3	9
1636	9X1771051	outsider	5	9
1637	9X1792299	outsider	3	9
1638	9X1793039	outsider	6	9
1639	10X1799845	outsider	3	10
1640	10X1800322	outsider	9	10
1641	10X1800876	outsider	3	10
1642	10X1801180	outsider	3	10
1643	10X1801187	outsider	4	10
1644	10X1801277	outsider	3	10
1645	10X1801312	outsider	8	10
1646	10X1802001	outsider	4	10
1647	10X1802590	outsider	3	10
1648	10X1803386	outsider	5	10
1649	10X1803478	outsider	6	10
1650	10X1805293	outsider	3	10
1651	10X1806146	outsider	8	10
1652	10X1806615	outsider	3	10
1653	10X1807981	outsider	7	10
1654	10X1808185	outsider	8	10
1655	10X1808372	outsider	6	10
1656	10X1809049	outsider	5	10
1657	10X1810670	outsider	9	10
1658	10X1810823	outsider	5	10
1659	10X1810872	outsider	3	10
1660	10X1811341	outsider	3	10
1661	10X1811780	outsider	7	10
1662	10X1812070	outsider	7	10
1663	10X1812579	outsider	8	10
1664	10X1812965	outsider	3	10
1665	10X1813117	outsider	3	10
1666	10X1813640	outsider	3	10
1667	10X1813765	outsider	4	10
1668	10X1813815	outsider	4	10
1669	10X1814296	outsider	3	10
1670	10X1814310	outsider	4	10
1671	10X1815211	outsider	4	10
1672	10X1815292	outsider	3	10
1673	10X1815453	outsider	7	10
1674	10X1818655	outsider	3	10
1675	10X1819348	outsider	3	10
1676	10X1819669	outsider	4	10
1677	10X1821931	outsider	7	10
1678	10X1822003	outsider	3	10
1679	10X1822097	outsider	6	10
1680	10X1823432	outsider	6	10
1681	10X1823765	outsider	7	10
1682	10X1824148	outsider	3	10
1683	10X1824258	outsider	5	10
1684	10X1825124	outsider	6	10
1685	10X1825132	outsider	3	10
1686	10X1825581	outsider	3	10
1687	10X1825663	outsider	4	10
1688	10X1825724	outsider	3	10
1689	10X1826025	outsider	3	10
1690	10X1826159	outsider	5	10
1691	10X1827439	outsider	10	10
1692	10X1827498	outsider	3	10
1693	10X1828440	outsider	4	10
1694	10X1828562	outsider	4	10
1695	10X1829174	outsider	3	10
1696	10X1829362	outsider	3	10
1697	10X1830106	outsider	3	10
1698	10X1831434	outsider	3	10
1699	10X1832481	outsider	5	10
1700	10X1834008	outsider	7	10
1701	10X1836500	outsider	3	10
1702	10X1836720	outsider	6	10
1703	10X1837140	outsider	3	10
1704	10X1837673	outsider	3	10
1705	10X1838379	outsider	5	10
1706	10X1838572	outsider	3	10
1707	10X1839276	outsider	6	10
1708	10X1839489	outsider	5	10
1709	10X1840462	outsider	5	10
1710	10X1840527	outsider	12	10
